filepath,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy
i3jp22c6gua71_processed_18,10.0,8.661735668618304,,,0.1,103.22496232822157,69.23823316038175,263.79457682088906,277.26553561436185,0.1590062713613368,0.0337166613487436,-0.0213022487086086,1288.2480883270912,0.0333998895540523
i3jp22c6gua71_processed_19,10.0,7.153447231496134,0.1,0.1,0.1,102.04461433057234,66.57524238259793,188.41400261376805,506.9817383547194,0.1851629787993786,0.0461837406628885,-0.0121072224100792,712.2054463171036,0.0180985985717173
i3jp22c6gua71_processed_2,10.0,13.4049216794866,0.3,0.1,0.4,108.97932342133667,74.37893296783719,322.3688184257452,507.72337178374767,0.1038306626850871,0.0176973018019515,-0.0557665886336665,1413.7388079353932,0.1090675753148001
i3jp22c6gua71_processed_20,10.0,6.26179123744691,0.8,0.6,0.1,102.9883396835436,70.64837144146776,276.5752901605913,522.9490593813115,0.1798095515549125,0.0332240025177474,-0.0229455560783201,1490.192922908864,0.0462134039603455
i3jp22c6gua71_processed_21,10.0,9.83562816014647,0.4,0.4,0.1,106.447345671802,70.60507629166193,210.5514637763717,411.0330729493203,0.147814847468457,0.0323874125444912,-0.0298579341873863,927.8215463093009,0.0459284575873995
i3jp22c6gua71_processed_22,10.0,6.376239592620913,1.2,0.7,0.1,103.84804828637442,68.70334902644079,182.4194438558406,408.79847220746274,0.1462774013972727,0.0263972152441829,-0.0187026357714788,1042.2652836298378,0.0297160139738747
i3jp22c6gua71_processed_23,10.0,10.433481991510112,4.0,3.2,0.3,106.92682353254943,73.29637116220871,247.4489083716072,292.692434567801,0.1325401058306649,0.0247283404304184,-0.0558732115897559,1275.5265634753432,0.0850996183295646
i3jp22c6gua71_processed_24,10.0,10.34870226748177,0.3,0.2,0.2,107.59719388822342,72.61898527905987,270.6385734675346,512.7988574729754,0.142306753421305,0.0263782927532834,-0.0402140732983008,1140.1635406913233,0.0727709993911703
i3jp22c6gua71_processed_25,10.0,9.919562085941411,0.3,0.2,0.1,105.73939478721246,69.91726184514877,312.4984914567059,393.0304864006621,0.1499762361553229,0.0299360340996477,-0.019614141287702,1232.4383339185392,0.0391326727746733
i3jp22c6gua71_processed_26,10.0,6.9179864657117545,0.2,0.4,0.1,103.9490346949176,64.55094478529733,224.57773124675535,316.4460307173844,0.1846814791525041,0.046442996937659,-0.008076374819331,1001.9013098860798,0.0120911605584842
i3jp22c6gua71_processed_27,10.0,10.853512573384558,0.3,0.3,0.1,105.54055035238078,71.68975251439663,280.0299615523434,522.1004315425464,0.1515078738856595,0.0319541361154753,-0.0275629854211153,1383.422089575531,0.058905629141814
i3jp22c6gua71_processed_28,10.0,8.46319734056793,,,0.1,104.98844128171422,71.34221080726779,278.89122952365466,492.7181473712105,0.1383226651949698,0.0275491321161554,-0.0260678960310432,1868.914467267478,0.0542107044296232
i3jp22c6gua71_processed_29,10.0,10.707710280079132,0.4,0.3,0.1,106.56004026086372,70.18758416396433,228.84786340300195,346.81244499490987,0.1409692589763184,0.0325951516874002,-0.0291050026032028,1150.7856390449438,0.0421077841497123
i3jp22c6gua71_processed_3,10.0,3.573675667834876,,,0.1,102.20922045052758,66.18837792022974,144.3524382211886,490.9398318993944,0.1962034785665341,0.0417068044143194,-0.0113267103477524,904.6528753121098,0.0166317868800203
i3jp22c6gua71_processed_30,10.0,11.155561713588227,2.7,2.5,0.5,107.10448042938074,73.62193713300522,295.8308705252714,503.6825255540268,0.1306061022356825,0.0243662075396881,-0.0470888256129174,1400.3674605961298,0.0916442705734419
i3jp22c6gua71_processed_31,10.0,9.070246744103342,0.7,0.8,0.1,104.4702869113214,71.6933648009352,221.4877213961821,475.88305160991865,0.1455359809698163,0.0252140781248711,-0.0350778397981986,1207.595120357366,0.0589458448621735
i3jp22c6gua71_processed_32,10.0,6.886835639222203,0.5,0.2,0.1,104.06893874945752,69.92574838416706,248.5774121432904,509.9208471427031,0.1801931300843681,0.0337365172076216,-0.0226887453485609,1450.3288126170412,0.039412550467988
i3jp22c6gua71_processed_33,10.0,3.734759040297413,0.3,0.1,0.1,103.30697268067944,66.05134212367372,114.65617864446908,467.7127299927295,0.2242096710902872,0.043638807815092,-0.011421204149852,738.8981546504369,0.0167411973668786
i3jp22c6gua71_processed_34,10.0,11.228801144034543,0.8,0.7,0.2,108.07715951206715,73.71580450510972,321.1469035080669,500.23162534624186,0.1354465889259261,0.0236274620671016,-0.0503995506346818,1594.6643843632958,0.0946184355638639
i3jp22c6gua71_processed_35,10.0,8.605394290084595,2.5,2.1,0.1,105.13680270341568,70.83349525970029,186.77153634967405,377.4437199766001,0.1367429086384832,0.0264822596434691,-0.0293844546706711,1200.8969501014358,0.0486644868091825
i3jp22c6gua71_processed_36,10.0,8.548665161550266,1.0,1.1,0.1,104.81130552913773,69.55902703938024,138.31578200842193,413.1110989886687,0.137835154977239,0.0396771495017805,-0.0237149282149235,962.3121244928216,0.036051946761688
i3jp22c6gua71_processed_37,10.0,10.378122993278671,2.4,2.1,0.1,106.26205396539518,72.23594254145696,213.77931564826832,517.2855096537484,0.1404475327816329,0.0302290019900618,-0.0431027834210711,1249.4836776295256,0.066632651425898
i3jp22c6gua71_processed_38,10.0,10.24535285806306,0.1,0.3,0.4,106.01482786836738,73.11532720281325,379.1617984624082,488.7803820517654,0.125782815125126,0.0268405858644179,-0.0422427546078123,1597.78853093789,0.0815244498344933
