filepath,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy
095x9borh0z61_processed_10,10.0,8.610178486855764,0.4,0.3,0.8,107.79112152758758,71.77775181495045,170.46557055610842,501.3828255725252,0.12722748345964782,0.021228056162398073,-0.0337799496329744,1264.2546426342071,0.059939986853394654
095x9borh0z61_processed_11,10.0,9.020488620028456,0.9,0.6,1.5,103.75968391312767,69.99357453191908,204.6829093858384,517.1341733089199,0.13023671268212336,0.02390898941938672,-0.02706477376728581,1216.5676693196006,0.039741446422383885
095x9borh0z61_processed_17,10.0,7.840000928192249,NA,NA,0.6,105.4429244552228,70.52099419416396,200.84667894586323,496.19785707247325,0.16424901218645183,0.017394078293800814,-0.02791959969231257,1272.2774510377653,0.04540902422708556
095x9borh0z61_processed_18,8.06,7.726422707535196,0.6203473945409429,0.3722084367245657,0.24813895781637715,109.06017475684281,74.9982142786837,216.50521656726528,522.8299428676534,0.13774954903167785,0.02147087180297511,-0.0740901228750573,1204.859683388158,0.10606539330891489
095x9borh0z61_processed_2,10.0,7.216319283817967,0.4,0.4,1.4,100.0932066402568,65.03833889420065,153.7724332507974,515.3106016886514,0.1440066622468458,0.021491756184817735,-0.008179112214559026,1329.2618845583645,0.012702934253955998
095x9borh0z61_processed_3,10.0,5.845394000756164,0.4,0.4,0.8,101.63055031663765,66.34846248384424,126.94639998128838,518.047463336109,0.15262212895965455,0.030845417392405382,-0.011438211489989601,1216.917573735955,0.017184641360455617
095x9borh0z61_processed_4,10.0,7.606978683045897,2.0,1.0,1.0,100.4304512595092,65.1242797184433,125.65894834495906,516.3695414547318,0.14755811045817757,0.02562681505593403,-0.008397127794088846,1212.8186934300875,0.012991726536662706
095x9borh0z61_processed_5,10.0,7.122438431955475,NA,NA,0.1,101.57454557359088,64.91889079384796,155.85009878944797,499.81153557761854,0.1483234903801756,0.03137962976820181,-0.007695637912746793,1435.9327452013108,0.012354272386621838
095x9borh0z61_processed_6,10.0,6.251283679910888,0.5,0.2,0.6,107.3628367167607,69.7133130710084,180.90188346452567,385.0493425533015,0.15218981445149776,0.021189736541007947,-0.021238997899064083,1135.9396945224719,0.037241671955848384
095x9borh0z61_processed_7,10.0,8.466682962521077,1.9,1.3,1.3,102.88933950194092,69.23844983686615,129.76542213617168,400.7687744543869,0.12710605065103736,0.0194554144221665,-0.019392515032258383,1742.8489046894506,0.03340244135095175
095x9borh0z61_processed_8,10.0,5.489764199045128,0.7,0.2,0.7,99.82850123755676,64.1704673228749,100.74402270420337,521.7451412723201,0.14926618583696993,0.03498194488707634,-0.0048502408547038914,1768.7168383270912,0.010397569095837146
095x9borh0z61_processed_9,10.0,6.0408464532812225,1.9,1.0,0.5,101.37775133979878,68.02601500806658,124.85327898401505,519.8739302036041,0.1557256850487653,0.025836821924948333,-0.015019134836643484,1299.1950979244693,0.025346983582237345
09etqbnf0uc61_processed_0,10.0,9.360530071459541,4.6,2.1,0.2,108.92106681613222,78.79445130440835,182.8891546321628,504.8139792450488,0.09463644502980735,0.01912398653069215,-0.17991616279511805,2524.985247932272,0.3016822266829452
09etqbnf0uc61_processed_1,10.0,8.671031960318768,4.3,2.8,0.5,109.20910906882808,76.26331288315298,185.2677945112646,509.0331319696902,0.10158299150481251,0.01874137928986011,-0.08563580425086348,2206.747181257803,0.16987956095169163
09etqbnf0uc61_processed_2,6.910022675736961,4.832865404680143,0.2894356005788712,0.1447178002894356,0.1447178002894356,108.25893973863106,77.03627171488672,219.23190912181678,499.2938243783814,0.17347605357654514,0.024538642284269212,-0.08994183123392045,1778.0523747743682,0.13902808094284652
0ailv3uq2lw61_processed_0,10.0,-0.060618380138877534,NA,NA,0.1,107.0844019237719,73.55713196000197,249.7949456435797,495.3377660525175,0.20287880729640315,0.026242245991813302,-0.04686842818983098,1145.1621752106741,0.09156648747454164
0ailv3uq2lw61_processed_1,10.0,1.610452742553788,NA,NA,0.1,108.73736054758326,75.92496615107908,473.32386604495184,366.86808684340815,0.1728967222859001,0.03997390759379456,-0.07759916939338499,1244.0851523486267,0.1570175867772341
0ailv3uq2lw61_processed_2,10.0,-0.8579916291026446,NA,NA,0.1,94.55284486678889,62.27468585908873,201.03591409315786,371.3221008539869,0.20994452651908851,0.050668379773236336,-0.004444345066726347,815.5022286594882,0.006749887297827323
0ailv3uq2lw61_processed_3,6.9170068027210885,1.9514893070694073,NA,NA,0.14457134595923088,101.26473073170253,67.31039998343155,157.6213675093096,518.1996079426874,0.20572977701050132,0.051879614275002574,-0.01756598237082765,314.16932254061373,0.014786960763662742
0c7qgddd16l51_processed_0,10.0,7.284135269721174,0.2,0.1,0.1,104.21582758051181,69.04205652245965,219.14866344086087,381.080943804296,0.18128115305275513,0.03240299744440123,-0.017819584909883585,1345.4074740558676,0.03199005498525609
0c7qgddd16l51_processed_1,10.0,7.333048392765008,NA,NA,0.1,104.906425211161,69.77617258912416,212.64073742144546,327.74597383690565,0.1655356131326446,0.028013005953937638,-0.0234595205991384,1273.0772325608614,0.03793248408929988
0c7qgddd16l51_processed_10,10.0,7.896946869658052,NA,NA,0.1,103.60948419985039,69.71553697668959,207.04222503087783,472.2462397328263,0.15102039403247153,0.027493401051572358,-0.0201552910753933,1602.7371791120474,0.0373047502044598
0c7qgddd16l51_processed_11,10.0,10.796749928054453,2.2,1.7,0.1,105.79853504631933,71.03840553408179,191.03042504531277,222.5754377307124,0.11942718774972284,0.02602450100325234,-0.0353783736394709,1130.841087312734,0.05051951372614227
0c7qgddd16l51_processed_12,10.0,8.526915905972016,0.6,0.5,0.1,102.54797070644099,69.25618010376462,210.4893867004335,389.3192646885728,0.15575180688677454,0.029441159636377834,-0.02065117470753255,1049.0884197487514,0.03351838506709707
0c7qgddd16l51_processed_13,10.0,9.038840559219166,0.4,0.4,0.1,104.48546897979085,70.21916960660279,220.02066522513178,517.1836005995966,0.1454499180716152,0.031304393452440876,-0.024197973101225886,1401.9670236423221,0.04188761161143096
0c7qgddd16l51_processed_14,10.0,8.535801826893127,0.2,0.2,0.1,104.62333772191661,71.71550923900938,249.42276105290625,490.4999505477716,0.1511680388177315,0.02190852955523558,-0.03269204806177912,1343.9078837000625,0.059103114501645904
0c7qgddd16l51_processed_15,10.0,8.881356361787782,0.7,0.4,0.1,104.18522352674725,71.22839030665381,219.9838806319603,520.0463395934345,0.15027159559201111,0.027085328523195333,-0.03270938037060316,1224.4155255149813,0.05284145207044882
0c7qgddd16l51_processed_16,10.0,7.38105128805215,NA,NA,0.2,105.97064454998646,72.71093736632176,239.2114504716446,475.3218208882153,0.16032167802117014,0.029390407357141383,-0.034056763227843026,1795.759451076779,0.07434787579567637
0c7qgddd16l51_processed_17,10.0,5.896177609474343,0.2,0.1,0.1,102.36595209130931,67.72934737202937,214.87510484177963,501.2009700712254,0.14875768112816234,0.028971835452004206,-0.012124303690272533,1983.2582318976279,0.023724675918652793
0c7qgddd16l51_processed_18,9.633015873015873,8.595002929864517,0.3114294612270321,0.3114294612270321,0.1038098204090107,103.98486764402521,69.94258395644847,212.54506828184336,237.27401931066208,0.15570302845604805,0.025830539210499822,-0.02514993644611771,1050.5845460249352,0.03781561790323758
0c7qgddd16l51_processed_2,10.0,8.152879537750374,0.2,0.1,0.1,107.00186065157598,71.90829018033124,234.49033323036684,398.614565785849,0.16588251407160706,0.027368800038991673,-0.03795778876402738,1487.4936602684145,0.06221782201107998
0c7qgddd16l51_processed_3,10.0,9.14021021542418,NA,NA,0.2,103.06976692285096,69.02408886156665,214.7187117240755,298.8198013748955,0.1470007127071204,0.023057847213053324,-0.018389798113664233,1106.5477235486892,0.03186331895352244
0c7qgddd16l51_processed_4,10.0,9.291727564332385,0.9,0.4,0.1,102.83379115975731,68.35561734812488,203.10279729495568,383.1271978911652,0.16008725326882334,0.022615425899425647,-0.01739053944256176,863.3141678370787,0.027352073708859583
0c7qgddd16l51_processed_5,10.0,7.199107594997764,2.1,1.2,0.1,101.98868075497224,68.3425509319559,218.93975629942767,247.01896236715066,0.1616624824881477,0.03352847344716151,-0.016703174807067026,1623.9313894740949,0.027335812398208266
0c7qgddd16l51_processed_6,10.0,9.18269811485461,0.3,0.3,0.1,102.66448723696925,67.18502782849312,216.5795884329986,522.0624901504622,0.16222536621781408,0.024698229587038652,-0.012136540577473593,1104.5482697409489,0.02166764826925161
0c7qgddd16l51_processed_7,10.0,8.525022339631594,0.7,0.6,0.1,105.69290159067984,71.94070097242509,213.53007659638712,370.4094632031916,0.15254852447457054,0.027599195480958204,-0.03744729101106175,1344.6076925327716,0.06235858988281688
0c7qgddd16l51_processed_8,10.0,8.272817545666635,0.2,0.2,0.1,103.44396766848313,67.12497783416703,205.33351708406138,493.23410276238326,0.16922243220900898,0.025485011289959014,-0.009935070750737855,1210.8942191401372,0.020625641127762114
0c7qgddd16l51_processed_9,10.0,6.274674306980604,NA,NA,0.1,107.72289910889234,70.0723433037946,230.85035886633253,518.5577013167215,0.1792654916528813,0.03230864711665366,-0.02672946322605216,1084.2538135923846,0.040678132823590805
0cho11mt05y51_processed_0,10.0,3.7076703158899487,NA,NA,0.1,107.2829608703809,77.33845692867511,107.07768782776982,523.5831541774767,0.1615352513169176,0.027049241281195905,-0.1579085293409869,903.5031893726592,0.21611123909025143
0cho11mt05y51_processed_1,7.983038548752835,3.0479479655766126,NA,NA,0.1252661906551422,106.68586976583326,77.36586756676357,92.17248727433105,522.0850577925952,0.18577218275561225,0.061172208693888744,-0.1556807607924922,836.3784790039062,0.17338183390944323
0cmcfw7ucae71_processed_0,10.0,13.852018151587943,NA,NA,0.4,106.20173501680816,70.08394328978528,367.6742333542345,484.9150523651921,0.09805962334854114,0.01762189287553349,-0.012506444252760828,1775.1900700296505,0.04205901002971223
0cmcfw7ucae71_processed_1,10.0,6.574262303557678,0.7,0.2,0.6,108.32316939936177,75.15445628695586,240.39745397868597,515.8259092031208,0.17825150083550995,0.037504737113389384,-0.08980116633426281,1147.1616290184145,0.13151546589146892
0cmcfw7ucae71_processed_2,7.470022675736962,8.47263425489135,NA,NA,0.535475234270415,107.75569338156573,73.1594834749376,288.31845494566613,467.02304339668,0.1528223780473078,0.03219646964649093,-0.058827618037891244,760.976138616444,0.06145124167809748
0d9lcxq7sxf61_processed_0,10.0,6.439400662185104,0.9,0.9,0.1,111.65311502034369,81.08386276835212,267.7536452878438,518.0509734977591,0.1508616439613147,0.025000705882316548,-0.22853751895809632,1604.8615987827716,0.5122767728470741
0d9lcxq7sxf61_processed_1,10.0,4.5689113408468165,NA,NA,0.1,112.67113214904319,81.51442181339874,263.8820169581031,522.1814925338139,0.19660695768946027,0.04776362900278366,-0.2531432762544759,1280.950081928839,0.5658231119047074
0d9lcxq7sxf61_processed_2,1.9230385487528345,6.601873907332808,NA,NA,0.5200208008320333,111.36972118455111,84.01866822281549,214.33380734488014,339.08722645425354,0.1921752596551418,0.05376042589285598,-0.4969809633630889,1172.3125507305194,0.1882614371209444
0f520cf07s571_processed_0,10.0,1.7618015153450428,NA,NA,0.1,96.88939800035672,63.97784887496651,105.18174493663389,376.15642671069907,0.19453527549080799,0.038068491155465095,-0.006590132676293355,1022.4956841058053,0.009949043128818932
